ORG_NAME	BHRRC_URL
Iberia	I/Iberia
IBM	I/IBM
ICA (part of Ahold)	I/ICApartofAhold
ICAP	I/ICAP
Iceland (part of the Big Food Group)	I/IcelandpartoftheBigFoodGroup
ICI	I/ICI
ICICI	I/ICICI
ICL Fertilizers	I/ICLFertilizers
ICL Plastics	I/ICLPlastics
iEnergizer	I/iEnergizer
IGB Corporation Berhad	I/IGBCorporationBerhad
IHC Caland	I/IHCCaland
IKEA	I/IKEA
IKON	I/IKON
Illinois Tool Works	I/IllinoisToolWorks
Impala Platinum	I/ImpalaPlatinum
Imperial Nurseries (part of Griffin Land & Nurseries)	I/ImperialNurseriespartofGriffinLandNurseries
Imperial Oil	I/ImperialOil
Imperial Tobacco	I/ImperialTobacco
Implats (see Impala Platinum)	I/ImplatsseeImpalaPlatinum
Impsat	I/Impsat
InBev	I/InBev
Inco (part of Companhia Vale do Rio Doce)	I/IncopartofCompanhiaValedoRioDoce
"Indal (Indian Aluminium, part of Aditya Birla Group)"	I/IndalIndianAluminiumpartofAdityaBirlaGroup
Indian Airlines	I/IndianAirlines
Indian Farmers Fertiliser Cooperative	I/IndianFarmersFertiliserCooperative
Indian Oil Corporation	I/IndianOilCorporation
Indian Railways	I/IndianRailways
Inditex	I/Inditex
Indo Gulf Fertilisers (part of Aditya Birla Group)	I/IndoGulfFertiliserspartofAdityaBirlaGroup
Indocement (part of Heidelberg Cement)	I/IndocementpartofHeidelbergCement
Indra	I/Indra
Indupalma	I/Indupalma
Indusparquet	I/Indusparquet
Industria de Turbo Propulsores (see ITP Group)	I/IndustriadeTurboPropulsoresseeITPGroup
Industrial Bank	I/IndustrialBank
Industrial Investors (see Prominvestors)	I/IndustrialInvestorsseeProminvestors
Industrial Minera México (part of Grupo México)	I/IndustrialMineraMxicopartofGrupoMxico
Induyco (part of El Corte Inglés)	I/InduycopartofElCorteIngls
Ineos Chlor	I/IneosChlor
Inetol Headwear	I/InetolHeadwear
Infinity	I/Infinity
Infosys	I/Infosys
Infra	I/Infra
ING	I/ING
ING Australia (joint venture ING & ANZ Bank)	I/INGAustraliajointventureINGANZBank
Ingalls (part of Northrop Grumman)	I/IngallspartofNorthropGrumman
Ingenio La Cabaña	I/IngenioLaCabaa
Ingenio San Francisco	I/IngenioSanFrancisco
Ingersoll-Rand	I/Ingersoll-Rand
Inland Printing	I/InlandPrinting
Inmet Mining	I/InmetMining
Innophos	I/Innophos
INPEX	I/INPEX
Insurance Australia Group	I/InsuranceAustraliaGroup
Integrated Technology Group	I/IntegratedTechnologyGroup
Intel	I/Intel
Interamerican Coal	I/InteramericanCoal
Interbar Gloves	I/InterbarGloves
Interbrew (now InBev)	I/InterbrewnowInBev
Intercell	I/Intercell
Intercon Security	I/InterconSecurity
Interconexión Eléctrica (part of ISA Group)	I/InterconexinElctricapartofISAGroup
Intercontinental Hardwoods	I/IntercontinentalHardwoods
InterContinental Hotels	I/InterContinentalHotels
Interface	I/Interface
Intergraph	I/Intergraph
Interholco (part of Danzer)	I/InterholcopartofDanzer
Intermarché	I/Intermarch
Intermet	I/Intermet
International Coal Group	I/InternationalCoalGroup
International Finerhandel	I/InternationalFinerhandel
International Flavors & Fragrances	I/InternationalFlavorsFragrances
International Hardwood Flooring	I/InternationalHardwoodFlooring
International Nickel Company (see Inco)	I/InternationalNickelCompanyseeInco
International Paper	I/InternationalPaper
International Power	I/InternationalPower
International SOS	I/InternationalSOS
International Steel	I/InternationalSteel
Interpublic Group	I/InterpublicGroup
Interquim (part of Akzo Nobel)	I/InterquimpartofAkzoNobel
Interra Systems	I/InterraSystems
Interros	I/Interros
Intersil	I/Intersil
Interstate Hotels	I/InterstateHotels
Intesa Sanpaolo	I/IntesaSanpaolo
Intuit	I/Intuit
INVAP	I/INVAP
Invensys	I/Invensys
Inversiones Castro Jaramillo	I/InversionesCastroJaramillo
Invesco	I/Invesco
Investa Property Group	I/InvestaPropertyGroup
Investec	I/Investec
Invista	I/Invista
Inyatsi	I/Inyatsi
Ion Exchange	I/IonExchange
IOOF	I/IOOF
Iran Khodro	I/IranKhodro
IRPC	I/IRPC
Irving Oil	I/IrvingOil
ISA Group	I/ISAGroup
Iscor	I/Iscor
Ishihara Sangyo Kaisha	I/IshiharaSangyoKaisha
Island Oil & Gas	I/IslandOilGas
Israel Electric	I/IsraelElectric
ISS	I/ISS
Isuzu	I/Isuzu
Italcementi	I/Italcementi
Italthai (Italian-Thai Development Public Company)	I/ItalthaiItalian-ThaiDevelopmentPublicCompany
ITC	I/ITC
Ithaca Fine Chocolates	I/IthacaFineChocolates
ITM Mining	I/ITMMining
Ito-Yokado	I/Ito-Yokado
Itochu	I/Itochu
ITP Group (Industria de Turbo Propulsores)	I/ITPGroupIndustriadeTurboPropulsores
ITT Industries	I/ITTIndustries
ITV	I/ITV
ITW (see Illinois Tool Works)	I/ITWseeIllinoisToolWorks
Ivanhoe Mines	I/IvanhoeMines
J Sainsbury (see Sainsbury)	J/JSainsburyseeSainsbury
JCPenney	J/JCPenney
J.Crew	J/JCrew
J.D. Streett & Co.	J/JDStreettCo
J.P. Sauer & Sohn	J/JPSauerSohn
J.Thomas	J/JThomas
Jabil Circuit	J/JabilCircuit
Jacob's Bakery	J/JacobsBakery
Jacobson Footwear	J/JacobsonFootwear
Jaguar Mining	J/JaguarMining
Jaguar Nickel	J/JaguarNickel
Jamaica Broilers Group	J/JamaicaBroilersGroup
James Finlay (part of Swire)	J/JamesFinlaypartofSwire
James Hardie	J/JamesHardie
Jansport (part of VF Corp.)	J/JansportpartofVFCorp
Japan Airlines	J/JapanAirlines
Japan Tobacco International	J/JapanTobaccoInternational
JAPEX	J/JAPEX
Jaqalanka	J/Jaqalanka
Jardine Matheson	J/JardineMatheson
Java Trading	J/JavaTrading
Jaya Tiasa	J/JayaTiasa
JCI	J/JCI
Jean Coutu Group	J/JeanCoutuGroup
Jefferson Smurfit (now Smurfit Kappa)	J/JeffersonSmurfitnowSmurfitKappa
Jenner & Block	J/JennerBlock
Jeppesen (part of Boeing)	J/JeppesenpartofBoeing
Jet Gold	J/JetGold
JetBlue Airways	J/JetBlueAirways
JFE	J/JFE
JGC	J/JGC
Jianfeng Chemicals	J/JianfengChemicals
Jiangsu Meilan	J/JiangsuMeilan
Jilin Changbai Mountain Fine Chemicals	J/JilinChangbaiMountainFineChemicals
Jilin City JingWei Steel Manufacture	J/JilinCityJingWeiSteelManufacture
Jinan Yuxing General Chemical Plant	J/JinanYuxingGeneralChemicalPlant
Jincheng Anthracite Mining	J/JinchengAnthraciteMining
Jindal	J/Jindal
Jinyuan Group	J/JinyuanGroup
JJB Sports	J/JJBSports
Jo Tankers	J/JoTankers
Jockey	J/Jockey
John Deere	J/JohnDeere
John Fairfax Holdings	J/JohnFairfaxHoldings
John Hancock Financial Services (part of Manulife Financial)	J/JohnHancockFinancialServicespartofManulifeFinancial
John Harvard's Brew House	J/JohnHarvardsBrewHouse
John Keells (part of John Keells Holdings)	J/JohnKeellspartofJohnKeellsHoldings
John Keells Holdings	J/JohnKeellsHoldings
John Lewis (part of John Lewis Partnership)	J/JohnLewispartofJohnLewisPartnership
John Lewis Partnership	J/JohnLewisPartnership
John Ward Ceylon	J/JohnWardCeylon
Johnson & Johnson	J/JohnsonJohnson
Johnson Controls	J/JohnsonControls
Johnson Electric	J/JohnsonElectric
Johnson Matthey	J/JohnsonMatthey
Jonathan's Organics	J/JonathansOrganics
Jones Apparel	J/JonesApparel
Jons Marketplace	J/JonsMarketplace
Jordache	J/Jordache
Jordan Telecom	J/JordanTelecom
Jostens	J/Jostens
Joy Global	J/JoyGlobal
JPMorgan Chase	J/JPMorganChase
Juhua Group	J/JuhuaGroup
Juicy Couture (part of Liz Claiborne)	J/JuicyCouturepartofLizClaiborne
Julius Berger Nigeria (part of Bilfinger Berger)	J/JuliusBergerNigeriapartofBilfingerBerger
Juneyao	J/Juneyao
Just Garments	J/JustGarments
K Line	K/KLine
K+S	K/KS
K-Rep Bank	K/K-RepBank
K2	K/K2
Kader	K/Kader
Kaefer	K/Kaefer
Kahama Mining (part of Barrick Gold)	K/KahamaMiningpartofBarrickGold
Kahn Lucas Lancaster	K/KahnLucasLancaster
Kaiser Aluminum	K/KaiserAluminum
Kaiser Permanente	K/KaiserPermanente
Kajima	K/Kajima
Kalgoorlie Consolidated Gold Mines (joint venture Newmont & Barrick Gold)	K/KalgoorlieConsolidatedGoldMinesjointventureNewmontBarrickGold
Kalyx	K/Kalyx
Kamkorp Microelectronics	K/KamkorpMicroelectronics
Kamlong Industrial	K/KamlongIndustrial
Kansai Electric Power (KEPCO)	K/KansaiElectricPowerKEPCO
Kao	K/Kao
Kappa	K/Kappa
Karachaganak Petroleum Operating (KPO)	K/KarachaganakPetroleumOperatingKPO
KarstadtQuelle	K/KarstadtQuelle
KAS Engineering	K/KASEngineering
Katanga Mining	K/KatangaMining
Katz Group	K/KatzGroup
Kawasaki Heavy Industries	K/KawasakiHeavyIndustries
Kay Jewelers (part of Signet)	K/KayJewelerspartofSignet
Kayu Lapis Indonesia	K/KayuLapisIndonesia
Kazakhmys	K/Kazakhmys
Kazkhrom	K/Kazkhrom
KBC	K/KBC
KBR	K/KBR
Kelda	K/Kelda
Kelian Equatorial Mining (part of Rio Tinto)	K/KelianEquatorialMiningpartofRioTinto
Kellogg	K/Kellogg
Kellogg Brown & Root (see KBR)	K/KelloggBrownRootseeKBR
Kellwood	K/Kellwood
Kelly Services	K/KellyServices
Kelon	K/Kelon
Kemira	K/Kemira
Kenco (part of Kraft Foods)	K/KencopartofKraftFoods
Kenneth Cole	K/KennethCole
Kenya Commercial Bank	K/KenyaCommercialBank
Kenya Tea Development Agency (KTDA)	K/KenyaTeaDevelopmentAgencyKTDA
KEPCO (see Kansai Electric Power)	K/KEPCOseeKansaiElectricPower
KEPCO (see Korea Electric Power)	K/KEPCOseeKoreaElectricPower
Kerr-McGee (now part of Anadarko)	K/Kerr-McGeenowpartofAnadarko
Kesa Electricals	K/KesaElectricals
Kesko	K/Kesko
Ketchum	K/Ketchum
Kettle Foods (part of Lion Capital)	K/KettleFoodspartofLionCapital
KeyBank	K/KeyBank
KeySpan	K/KeySpan
KFC (part of YUM!)	K/KFCpartofYUM
Kimberly-Clark	K/Kimberly-Clark
Kimpton Hotels & Restaurants	K/KimptonHotelsRestaurants
Kinder Morgan Energy Partners (part of Kinder Morgan Inc.)	K/KinderMorganEnergyPartnerspartofKinderMorganInc
Kinder Morgan Inc.	K/KinderMorganInc
Kingfisher	K/Kingfisher
Kingkey Group	K/KingkeyGroup
Kingmaker Footwear	K/KingmakerFootwear
Kingold Group	K/KingoldGroup
Kinko's (see FedEx Kinko's [part of FedEx])	K/KinkosseeFedExKinkospartofFedEx
Kinoshita	K/Kinoshita
Kinross Gold	K/KinrossGold
Kinross-Forrest (part of Katanga Mining)	K/Kinross-ForrestpartofKatangaMining
Kinyara Sugar Works	K/KinyaraSugarWorks
KLM (part of Air France KLM)	K/KLMpartofAirFranceKLM
KLP Forsikring	K/KLPForsikring
Kmart (part of Sears)	K/KmartpartofSears
KMC Oiltools	K/KMCOiltools
Knight Ridder	K/KnightRidder
Knoll	K/Knoll
Ko Kong Sugar	K/KoKongSugar
Ko Ngar Gems	K/KoNgarGems
Koch Industries	K/KochIndustries
Kodak (see Eastman Kodak)	K/KodakseeEastmanKodak
KOGAS (Korea Gas Corporation)	K/KOGASKoreaGasCorporation
Kohl's	K/Kohls
Kohler	K/Kohler
Komex (part of WorleyParsons)	K/KomexpartofWorleyParsons
KOMIPO (see Korea Midland Power)	K/KOMIPOseeKoreaMidlandPower
Konica	K/Konica
Konka	K/Konka
Konkan Railway	K/KonkanRailway
"Konkola Copper Mines (joint venture Vedanta Resources, Zambia Copper Investments & ZCCM Investments)"	K/KonkolaCopperMinesjointventureVedantaResourcesZambiaCopperInvestmentsZCCMInvestments
Kookmin Bank	K/KookminBank
Korea East-West Power (part of Korea Electric Power)	K/KoreaEast-WestPowerpartofKoreaElectricPower
Korea Electric Power (KEPCO)	K/KoreaElectricPowerKEPCO
Korea Gas Corporation (see KOGAS)	K/KoreaGasCorporationseeKOGAS
Korea Land	K/KoreaLand
Korea Midland Power (part of Korea Electric Power)	K/KoreaMidlandPowerpartofKoreaElectricPower
Korea National Oil	K/KoreaNationalOil
Korea Telecom (KT)	K/KoreaTelecomKT
Korea Tobacco	K/KoreaTobacco
Korea United Pharm	K/KoreaUnitedPharm
Korea Water Resources (KOWACO)	K/KoreaWaterResourcesKOWACO
Korean Air (part of Hanjin Group)	K/KoreanAirpartofHanjinGroup
Koret (part of Kellwood)	K/KoretpartofKellwood
Kosiuko	K/Kosiuko
Kosmos Energy	K/KosmosEnergy
KOWACO (see Korea Water Resources)	K/KOWACOseeKoreaWaterResources
Koza Davetiye	K/KozaDavetiye
KPMG	K/KPMG
Kraft Foods	K/KraftFoods
Kras	K/Kras
Krenholm (part of Boras Wäfveri)	K/KrenholmpartofBorasWfveri
Kroger	K/Kroger
Kroll	K/Kroll
Krones	K/Krones
Kronospan	K/Kronospan
Kubota	K/Kubota
Kumba Resources (now Exxaro)	K/KumbaResourcesnowExxaro
Kumho Asiana	K/KumhoAsiana
Kunming Light Industry Machinery	K/KunmingLightIndustryMachinery
Kuoni	K/Kuoni
Kuraray	K/Kuraray
Kvaerner (see Aker Kvaerner)	K/KvaernerseeAkerKvaerner
Kwilu- Ngongo	K/Kwilu-Ngongo
Kyobo	K/Kyobo
Kyocera	K/Kyocera
L'Oreal	L/LOreal
L-3 Communications	L/L-3Communications
L-3 Titan (part of L-3 Communications)	L/L-3TitanpartofL-3Communications
L.L.Bean	L/LLBean
La Fragua (part of Central American Retail)	L/LaFraguapartofCentralAmericanRetail
La Nación	L/LaNacin
La Razón (part of Grupo Planeta)	L/LaRaznpartofGrupoPlaneta
La Senza	L/LaSenza
La Siembra	L/LaSiembra
Laboratoires Vendôme	L/LaboratoiresVendme
LaBranche	L/LaBranche
Lacoste (part of Devanlay)	L/LacostepartofDevanlay
Lafarge	L/Lafarge
Lagardère	L/Lagardre
Laguna Azul	L/LagunaAzul
Lahmeyer	L/Lahmeyer
Laigang	L/Laigang
Laiwu Iron and Steel (see Laigang)	L/LaiwuIronandSteelseeLaigang
Lajat (see Grupo Lajat)	L/LajatseeGrupoLajat
Lambert Howarth	L/LambertHowarth
Lan Airlines	L/LanAirlines
Lance	L/Lance
Land Bank of the Philippines	L/LandBankofthePhilippines
Land Rover (part of Ford)	L/LandRoverpartofFord
Land Securities	L/LandSecurities
Land Systems OMC (part of BAE Systems)	L/LandSystemsOMCpartofBAESystems
Land's End (part of Sears)	L/LandsEndpartofSears
Lane Bryant (part of Charming Shoppes)	L/LaneBryantpartofCharmingShoppes
Lapa Rios Ecolodge	L/LapaRiosEcolodge
Larsen & Toubro	L/LarsenToubro
LaSalle Bank (part of ABN Amro)	L/LaSalleBankpartofABNAmro
Lasco Group	L/LascoGroup
Lasmo Runtu	L/LasmoRuntu
Laura Ashley	L/LauraAshley
Laurent-Perrier	L/Laurent-Perrier
Laurus	L/Laurus
Lavera	L/Lavera
Lazare Kaplan	L/LazareKaplan
Le Coq Sportif (see Coq Sportif)	L/LeCoqSportifseeCoqSportif
Leader Garments (part of Makalot)	L/LeaderGarmentspartofMakalot
LeapFrog	L/LeapFrog
Lear	L/Lear
Leber Jeweler	L/LeberJeweler
Leclerc	L/Leclerc
Ledesma	L/Ledesma
Leeward Capital	L/LeewardCapital
Legal & General	L/LegalGeneral
Leggett & Platt	L/LeggettPlatt
Lego	L/Lego
Lehman Brothers	L/LehmanBrothers
Leica Geosystems	L/LeicaGeosystems
Leigh Day	L/LeighDay
Leighton	L/Leighton
Lennar	L/Lennar
Lenovo	L/Lenovo
Lenscrafters	L/Lenscrafters
Leo Burnett (part of Publicis)	L/LeoBurnettpartofPublicis
Lepanto Consolidated Mining	L/LepantoConsolidatedMining
Leroy Merlin	L/LeroyMerlin
Leslie Davis (part of Signet)	L/LeslieDavispartofSignet
Leslie Fay	L/LeslieFay
Leumi	L/Leumi
Lev Leviev Group	L/LevLevievGroup
Levi Strauss	L/LeviStrauss
Lexmark	L/Lexmark
LG Electronics (LGE) (part of LG Group chaebol)	L/LGElectronicsLGEpartofLGGroupchaebol
Li & Fung	L/LiFung
Li Ning	L/LiNing
Lian Industrial	L/LianIndustrial
Liberty Life	L/LibertyLife
Liberty Media	L/LibertyMedia
Liberty Mutual	L/LibertyMutual
Liberty National Life Insurance (part of Torchmark)	L/LibertyNationalLifeInsurancepartofTorchmark
Liberty PLC	L/LibertyPLC
Lider (part of D&S)	L/LiderpartofDS
Lidl	L/Lidl
Life of Jamaica	L/LifeofJamaica
LifeScan	L/LifeScan
Liggett (part of Vector Group)	L/LiggettpartofVectorGroup
LightPointe	L/LightPointe
Lilly (see Eli Lilly)	L/LillyseeEliLilly
Limited Brands	L/LimitedBrands
Lincoln National	L/LincolnNational
Lion Capital	L/LionCapital
Lion Energy	L/LionEnergy
Littlewoods	L/Littlewoods
Liverpool Football Club	L/LiverpoolFootballClub
Liz Claiborne	L/LizClaiborne
LKQ Corporation	L/LKQCorporation
Lloyd's of London	L/LloydsofLondon
Lloyds TSB	L/LloydsTSB
Loblaw Companies	L/LoblawCompanies
Lockheed Martin	L/LockheedMartin
Lockton	L/Lockton
Lone Star Steakhouse	L/LoneStarSteakhouse
Lonely Planet	L/LonelyPlanet
Long & Foster	L/LongFoster
Lonmin	L/Lonmin
Lonmin Platinum (part of Lonmin)	L/LonminPlatinumpartofLonmin
Lorillard Tobacco (part of Carolina Group)	L/LorillardTobaccopartofCarolinaGroup
Lotte Shopping	L/LotteShopping
Lotteria	L/Lotteria
Lotto	L/Lotto
Louis Berger	L/LouisBerger
Louis Dreyfus	L/LouisDreyfus
Louisiana-Pacific	L/Louisiana-Pacific
Louisville Gas & Electric (part of E.ON)	L/LouisvilleGasElectricpartofEON
Lowe's	L/Lowes
LP (see Louisiana-Pacific)	L/LPseeLouisiana-Pacific
LSG Sky Chefs	L/LSGSkyChefs
Lucent Technologies (now Alcatel-Lucent)	L/LucentTechnologiesnowAlcatel-Lucent
Lucite	L/Lucite
Lucky Gems & Jewellery (part of Lucky International)	L/LuckyGemsJewellerypartofLuckyInternational
Lucky International	L/LuckyInternational
Luen Thai	L/LuenThai
Lufkin Industries	L/LufkinIndustries
Lufthansa	L/Lufthansa
Lukarco (joint venture Lukoil & Arco)	L/LukarcojointventureLukoilArco
Lukoil	L/Lukoil
Lumanhe	L/Lumanhe
Lumbermens	L/Lumbermens
"Luminas (Sociedade Mineira de Luminas) (joint venture Lev Leviev, Endiama & Twins Ltd)"	L/LuminasSociedadeMineiradeLuminasjointventureLevLevievEndiamaTwinsLtd
Luna Park	L/LunaPark
Lundbeck	L/Lundbeck
Lundin Petroleum	L/LundinPetroleum
Lung Cheong International	L/LungCheongInternational
Lupin	L/Lupin
Luscar	L/Luscar
Lux Bond & Green	L/LuxBondGreen
Luzon Minerals	L/LuzonMinerals
LVMH	L/LVMH
Lyondell	L/Lyondell
Mabuhay Vinyl	M/MabuhayVinyl
MAC Cosmetics (part of Estée Lauder)	M/MACCosmeticspartofEsteLauder
MACIF	M/MACIF
Macquarie Bank	M/MacquarieBank
Macrolink Group	M/MacrolinkGroup
Macy's (part of Federated Department Stores)	M/MacyspartofFederatedDepartmentStores
Madhvani International	M/MadhvaniInternational
Madison Square Garden (part of Cablevision)	M/MadisonSquareGardenpartofCablevision
Maersk (part of A.P. Moller - Maersk)	M/MaerskpartofAPMoller-Maersk
Mafatlal Industries (part of Arvind Mafatlal Group)	M/MafatlalIndustriespartofArvindMafatlalGroup
Magadi Soda (part of Brunner Mond)	M/MagadiSodapartofBrunnerMond
Magna	M/Magna
Magnesium Elektron	M/MagnesiumElektron
Mahindra & Mahindra	M/MahindraMahindra
Mahyco	M/Mahyco
Main Glove	M/MainGlove
Mainland Headwear	M/MainlandHeadwear
Mainstream (part of Cermaq)	M/MainstreampartofCermaq
Maithan Group	M/MaithanGroup
Maithan Ispat (part of Maithan Group)	M/MaithanIspatpartofMaithanGroup
Majescor	M/Majescor
Majestic Athletic	M/MajesticAthletic
Majuko	M/Majuko
Makalot	M/Makalot
Makhteshim Chemical Works	M/MakhteshimChemicalWorks
Malaysia Airlines	M/MalaysiaAirlines
Malcom	M/Malcom
Mallinckrodt (part of Tyco)	M/MallinckrodtpartofTyco
Maloney Group	M/MaloneyGroup
MAN	M/MAN
Man Group	M/ManGroup
Manaaki Whenua	M/ManaakiWhenua
Mango	M/Mango
Manhattan Minerals	M/ManhattanMinerals
"Manila Water (joint venture Ayala, Mitsubishi & United Utilities)"	M/ManilaWaterjointventureAyalaMitsubishiUnitedUtilities
Manildra	M/Manildra
Manildra Park Petroleum (part of Manildra)	M/ManildraParkPetroleumpartofManildra
Manpower	M/Manpower
Manulife Financial	M/ManulifeFinancial
Manurhin (part of Chapuis Armes - Manurhin)	M/ManurhinpartofChapuisArmes-Manurhin
MAPFRE	M/MAPFRE
Maple-Brown Abbott	M/Maple-BrownAbbott
Marathon Ashland (joint venture Ashland & Marathon Oil)	M/MarathonAshlandjointventureAshlandMarathonOil
Marathon Oil	M/MarathonOil
Marco Aldany	M/MarcoAldany
Marie Claire (UK) (part of Time Warner)	M/MarieClaireUKpartofTimeWarner
Marimekko	M/Marimekko
Marine Harvest	M/MarineHarvest
Marks & Spencer	M/MarksSpencer
Maroc Telecom	M/MarocTelecom
Marriott	M/Marriott
Mars	M/Mars
"Marschollek, Lautenschläger und Partner"	M/MarschollekLautenschlgerundPartner
Marsh & McLennan	M/MarshMcLennan
Marsh (part of Marsh & McLennan)	M/MarshpartofMarshMcLennan
Marshall Fields (part of May Department Stores)	M/MarshallFieldspartofMayDepartmentStores
Marshalls plc	M/Marshallsplc
Martha Tilaar	M/MarthaTilaar
Martinson Konfektion	M/MartinsonKonfektion
Marubeni	M/Marubeni
Maruti Suzuki (part of Suzuki)	M/MarutiSuzukipartofSuzuki
Mary Kay	M/MaryKay
Marzotto	M/Marzotto
MAS Holdings	M/MASHoldings
Mason-Kay	M/Mason-Kay
Mass Transit Railway	M/MassTransitRailway
Massey Energy	M/MasseyEnergy
MassMutual	M/MassMutual
Mast Industries	M/MastIndustries
Matalan	M/Matalan
Matrix Laboratories	M/MatrixLaboratories
Matsushita	M/Matsushita
Mattel	M/Mattel
Maurel & Prom	M/MaurelProm
Mauser-Werke	M/Mauser-Werke
Maverick Mining	M/MaverickMining
Max Havelaar	M/MaxHavelaar
Max India	M/MaxIndia
Maxims	M/Maxims
May Department Stores	M/MayDepartmentStores
Maybelline (part of L'Oreal)	M/MaybellinepartofLOreal
Maytag	M/Maytag
Mazda	M/Mazda
MBDA	M/MBDA
MBI	M/MBI
MBNA (part of Bank of America)	M/MBNApartofBankofAmerica
McCann-Erickson Worldwide (part of Interpublic Group)	M/McCann-EricksonWorldwidepartofInterpublicGroup
McCarthy	M/McCarthy
McDermott	M/McDermott
McDermott Will & Emery	M/McDermottWillEmery
McDonald's	M/McDonalds
McGregor Fashion	M/McGregorFashion
MCI	M/MCI
McKesson	M/McKesson
McKinsey	M/McKinsey
McWane	M/McWane
MDM Bank (part of MDM Financial)	M/MDMBankpartofMDMFinancial
MDM Financial	M/MDMFinancial
ME Sportwaffen	M/MESportwaffen
Mead Johnson (part of Bristol-Myers Squibb)	M/MeadJohnsonpartofBristol-MyersSquibb
MeadWestvaco	M/MeadWestvaco
Meals	M/Meals
Medan Tropical Canning	M/MedanTropicalCanning
MedcoEnergi	M/MedcoEnergi
Media 24 (part of Naspers)	M/Media24partofNaspers
Media General	M/MediaGeneral
MediaNews Group	M/MediaNewsGroup
Mediobanca	M/Mediobanca
Medtronic	M/Medtronic
Mehta Group	M/MehtaGroup
Meijer	M/Meijer
Meiji Dairies	M/MeijiDairies
Mellon Financial	M/MellonFinancial
Melvita	M/Melvita
Menard	M/Menard
Menarini	M/Menarini
Mengniu Group	M/MengniuGroup
Menhaj Technologies	M/MenhajTechnologies
Menlo Worldwide Forwarding	M/MenloWorldwideForwarding
Mercedes-Benz (part of DaimlerChrysler)	M/Mercedes-BenzpartofDaimlerChrysler
Merck	M/Merck
Merck Sharp & Dohme (part of Merck)	M/MerckSharpDohmepartofMerck
Mercuri Urval	M/MercuriUrval
Meridian Gold	M/MeridianGold
Merisant	M/Merisant
Merloni Elettrodomestici	M/MerloniElettrodomestici
Merrill Lynch	M/MerrillLynch
Merton Company	M/MertonCompany
Mervyn's	M/Mervyns
Metalclad (part of Entrx)	M/MetalcladpartofEntrx
Metaleurop	M/Metaleurop
Metallica Resources	M/MetallicaResources
Metalor	M/Metalor
Meteoric Tactical Solutions	M/MeteoricTacticalSolutions
Methanex	M/Methanex
Metlife	M/Metlife
Metorex	M/Metorex
Metro	M/Metro
Metrogas	M/Metrogas
Mexicana de Lubricantes	M/MexicanadeLubricantes
MEXX (part of Liz Claiborne)	M/MEXXpartofLizClaiborne
MGA Entertainment	M/MGAEntertainment
MGM Mirage	M/MGMMirage
Miaoshi Dairy	M/MiaoshiDairy
MIBA	M/MIBA
MIBRAG - Mitteldeutsche Braunkohlenwerke (joint venture Washington Group & NRG Energy)	M/MIBRAG-MitteldeutscheBraunkohlenwerkejointventureWashingtonGroupNRGEnergy
Michelin	M/Michelin
Micron	M/Micron
Microsoft	M/Microsoft
MidAmerican Energy (part of Berkshire Hathaway)	M/MidAmericanEnergypartofBerkshireHathaway
Midas	M/Midas
Midas Safety	M/MidasSafety
Mideast Integrated Steel (MESCO)	M/MideastIntegratedSteelMESCO
Midland Company	M/MidlandCompany
MiG	M/MiG
Migros	M/Migros
Mikasa	M/Mikasa
Military Professional Resources Inc (see MPRI)	M/MilitaryProfessionalResourcesIncseeMPRI
Millea	M/Millea
Millennium Chemicals (part of Lyondell)	M/MillenniumChemicalspartofLyondell
Miller Brewing (part of SABMiller)	M/MillerBrewingpartofSABMiller
Milliken	M/Milliken
Millivres Prowler Group	M/MillivresProwlerGroup
Millstone	M/Millstone
Milpo	M/Milpo
Minera Alumbrera (part of Musto Exploration [joint venture Goldcorp & Northern Orion Resources] & Xstrata)	M/MineraAlumbrerapartofMustoExplorationjointventureGoldcorpNorthernOrionResourcesXstrata
Minera Majaz (part of Monterrico Metals)	M/MineraMajazpartofMonterricoMetals
Minera San Xavier (part of Metallica Resources)	M/MineraSanXavierpartofMetallicaResources
Minera Sud Argentina	M/MineraSudArgentina
Minera Tizapa (joint venture Peñoles & Dowa)	M/MineraTizapajointventurePeolesDowa
Minera Yanacocha (joint venture Newmont & Compañía de Minas Buenaventura)	M/MineraYanacochajointventureNewmontCompaadeMinasBuenaventura
Minera Zaldívar (part of Placer Dome)	M/MineraZaldvarpartofPlacerDome
Mininco	M/Mininco
Minnkota Power Cooperative	M/MinnkotaPowerCooperative
Minosa (part of Banco Atlántida)	M/MinosapartofBancoAtlntida
Mirage (part of MGM Mirage)	M/MiragepartofMGMMirage
Mirant	M/Mirant
Mirenco	M/Mirenco
Mishuai Apparel (see Shaoxing Mishuai Dress Making)	M/MishuaiApparelseeShaoxingMishuaiDressMaking
Mission Linen	M/MissionLinen
Mister Pizza [So. Korea]	M/MisterPizzaSoKorea
Mitane Textile	M/MitaneTextile
Mitchell Gold + Bob Williams	M/MitchellGoldBobWilliams
Mitchells & Butlers	M/MitchellsButlers
Mito	M/Mito
Mitre Sports	M/MitreSports
Mitsubishi	M/Mitsubishi
Mitsubishi Heavy Industries	M/MitsubishiHeavyIndustries
Mitsubishi Materials (part of Mitsubishi)	M/MitsubishiMaterialspartofMitsubishi
Mitsui	M/Mitsui
Mitsui Mining	M/MitsuiMining
Mitsui O.S.K. Lines (MOL)	M/MitsuiOSKLinesMOL
